,post_id,owner_id,comment_id,from_id,text,reply_to_user,reply_to_comment,parents_stack,num_answer,date
813,1844,10076,1847,141784,"У меня личного опыта нет,  но я тут давеча на улице видела чудесный самокат с площадкой для ребёнка. Если ты про передвижение на одном самокате с ребёнком спрашиваешь.",,,[],0,1526154849
814,1844,10076,1848,10076,"[id141784|Ольга], да вот в декатлон подставки на самокат продаются,  я как раз о таком способе передвижения и думаю. Но, блин, боюсь, что это опасно 🙈🙈🙈",141784.0,1847.0,[],0,1526155045
815,1844,10076,1849,141784,"Надежда, чем опасно-то? Борис Михайлович уже взрослый мужчина,  будет держаться - не упадёт.",10076.0,1848.0,[],0,1526155291
816,1844,10076,1850,10076,"Ольга, я стала ужасное ссыкло) 
И хочется и колется😂",141784.0,1849.0,[],0,1526155350
817,1844,10076,1851,10076,И мы ж не в Европе живем) по нашим дорогам и пешком порой ходить опасно),141784.0,1847.0,[],0,1526155654
818,1844,10076,1852,141784,"Надежда, чёт на тебя не похоже ваще.",10076.0,1850.0,[],0,1526155659
819,1844,10076,1853,10076,Это да(,141784.0,1852.0,[],0,1526156666
820,1844,10076,1855,830618,Будешь его на плече таскать )) и Бо за руку тянуть )),,,[],0,1526201730
821,1830,10076,1831,2544560,С картофельным пюре?😀,,,[],0,1525526748
822,1830,10076,1832,1296292,Цветная капуста с морковью?,,,[],0,1525526961
823,1830,10076,1833,21305,Тыква картофель😄,,,[],0,1525527761
824,1830,10076,1834,152458,Кабачковая икра и лимон ?,,,[],0,1525530918
825,1830,10076,1836,5641735,Яблоко и морковь?,,,[],0,1525544275
826,1830,10076,1837,830618,Яблоко клубника имбирь ром,,,[],0,1525547066
827,1830,10076,1838,10076,"Юлия, ты больше всех, кстати, ингредиентов угадала)",830618.0,1837.0,[],0,1525555979
828,1830,10076,1839,10076,"Надеюсь все ответ увидят)
Спасибо, девочки, за варианты,  некоторые я бы попробовала 👍
Красное - клубника, болгарский перец, зеленое - яблоко, огурец! И это вкусно),  как гаспачо поела 🤣",830618.0,1837.0,[],0,1525591698
829,1820,10076,1821,135314256,"у вас тоже уже всё зеленое, кайф)",,,[],0,1525092877
830,1820,10076,1822,141784,"Боря красавчик ваще. 
А у нас тут +5. 🤧",,,[],0,1525176754
831,1820,10076,1824,10076,"Ольга, это печально (",141784.0,1822.0,[],0,1525194408
832,1817,10076,1818,830618,"Что-то мне подсказывает, что нужны не кроксы, а макасины 😆",,,[],0,1525030353
833,1817,10076,1819,10076,"Юлия, не, кроксы его любимая обувь)!",830618.0,1818.0,[],0,1525056338
834,1803,10076,1804,2544560,Кто автор укладки? Неужели сам?😊,,,[],0,1521451645
835,1803,10076,1805,10076,"[id2544560|Ольга], не, отец)  грязные волосы прекрасно укладываются))",2544560.0,1804.0,[],0,1521451889
836,1803,10076,1806,2544560,"Надежда, 😜. Модные вы.",10076.0,1805.0,[],0,1521452116
837,1803,10076,1807,1116811,Надо его с б.Галей в магазин за одеждой отпускать)))),,,[],0,1521465665
838,1803,10076,1808,10076,"[id1116811|Елена], не, она уже не та)",1116811.0,1807.0,[],0,1521474050
839,1803,10076,1809,14607826,"Повзрослел, очень заметно 🤗",,,[],0,1521480805
840,1800,10076,1801,141784,Димкины любимые книги. А Боре как?,,,[],0,1518689313
841,1800,10076,1802,10076,"Ольга, у Бори любимые книги меняются часто). Но мы их сами любим))",141784.0,1801.0,[],0,1518689499
842,1791,10076,1792,1289690,"О да, Ведерниковъ весьма достоин. Мне, правда, больше белое нравится",,,[],0,1516456873
843,1791,10076,1793,10076,"[id1289690|Алексей], а нам как раз красное).  Тут еще есть огромный бутик (по другому и не скажешь)  Шато Тамань",1289690.0,1792.0,[],0,1516458215
844,1791,10076,1794,32328,"У нас кубанские сыры не пошли, но может не все одинаково хороши?)",,,[],0,1516476643
845,1791,10076,1795,10076,"[id32328|Оля], этот мне тоже не понравился!",32328.0,1794.0,[],0,1516479213
846,1791,10076,1796,830618,Ребенку-то еды купили?😆,,,[],0,1516481315
847,1791,10076,1797,10076,"[id830618|Юлия], да он не ест ничего дома, вот садик срочно ищу)))",830618.0,1796.0,[],0,1516481373
848,1791,10076,1798,830618,"Ух.. Успехов в поиске, а Бо-легкой адаптации 👫👬👭",,,[],0,1516481654
849,1788,10076,1789,1169236,"Мне муж так и сказал, что в Краснодар)) круто! из Сибири-то да на юга )",,,[],0,1515925812
850,1788,10076,1790,10076,Для тех кто в теме вариантов не много),,,[],0,1515937733
851,1788,10076,1825,14586387,Да ладно)) значит на нашу Родину едете ))) встретимся думаю. Надолго вы там?,,,[],0,1525197052
852,1788,10076,1827,10076,"[id14586387|Полина], Мы тут на вашей Родинне с января живем).  Пока надолго, но это же Сибур)",14586387.0,1825.0,[],0,1525200820
853,1776,10076,1777,2544560,А я знаю😝 Удачи вам!,,,[],0,1515389779
854,1776,10076,1778,33159276,"Я не знаю, но вы классные! Удачи вам!",,,[],0,1515392199
855,1776,10076,1779,1289690,После Тобольска какой нибудь Нижневартовск или Новый Уренгой :),,,[],0,1515397596
856,1776,10076,1780,830618,Нужна еще подсказка...,,,[],0,1515442299
857,1776,10076,1781,1169236,Колись уже ))) очень интересно!,,,[],0,1515517275
858,1776,10076,1782,10076,"[id1169236|Екатерина], скоро). Фотку красивую сделаю и отвечу))",1169236.0,1781.0,[],0,1515520103
859,1776,10076,1783,1169236,"Надежда, очень жду!!",10076.0,1782.0,[],0,1515520142
860,1776,10076,1784,10076,"Юлия, на букву К)",830618.0,1780.0,[],0,1515520188
861,1776,10076,1785,830618,Коряжма? Хотя с красивой фоткой там будет сложно...,,,[],0,1515520701
862,1776,10076,1786,141784,Красноярск?,,,[],0,1515574464
863,1776,10076,1787,3481176,Калининград?),,,[],0,1515581098
864,1773,10076,1775,430642058,как красиво..!!,,,[],0,1515175634
865,1769,10076,1770,1289690,"О, Будапешт! Город мечты. Передавай привет)))",,,[],0,1514142312
866,1763,10076,1764,2544560,Когда в Питер? Новый год же скоро😊,,,[],0,1510810749
867,1763,10076,1765,830618,Дракон на льве ))),,,[],0,1510810977
868,1756,10076,1758,76536038,"Ого, занесло тебя!)",,,[],0,1510642255
869,1756,10076,1759,1116811,"Конечно! Там хоть климат хороший и красиво тоже. И там, Бог даст, развитие будет какое-то.",,,[],0,1510643960
870,1756,10076,1760,10076,"[id1116811|Елена], да тут говорят еще 3 завода будут строить, так что экология под вопросом(",1116811.0,1759.0,[],0,1510646277
871,1756,10076,1761,1116811,"Ну уж не хуже,чем здесь,где ее просто нет.)",,,[],0,1510650186
872,1747,10076,1748,483103,Ого у вас уже снегааап,,,[],0,1509733763
873,1747,10076,1750,10076,"Ира, Да, все уже,  не сойдет до весны)",483103.0,1748.0,[],0,1509734880
874,1747,10076,1751,1169236,"О-хо-хо ))) у нас в Томске снег выпадал, но растаял, вчера всю ночь дождь лил )",,,[],0,1509766832
875,1747,10076,1752,1169236,"Да, и ты - прекрасна!",,,[],0,1509766855
876,1747,10076,1753,10076,"[id1169236|Екатерина], ой, спасибо)",1169236.0,1752.0,[],0,1509782901
877,1738,10076,1739,152458,Да прибудет с тобой сила ✊🏻,,,[],0,1507620071
878,1738,10076,1740,830618,Ребенок с рук слез? Пропали пресс и дельта? 😆,,,[],0,1507621044
879,1738,10076,1741,1116811,"Не страшны дурные вести! Начинаем бег на месте! Бодрость духа, грация и пластикаааа!))))",,,[],0,1507628612
880,1738,10076,1742,10076,"[id152458|Zozik], ееее💪",152458.0,1739.0,[],0,1507632880
881,1738,10076,1743,10076,"[id830618|Юлия], 😂",830618.0,1740.0,[],0,1507632924
882,1738,10076,1744,10076,"[id1116811|Елена], Красота, среди бегущих
 Первых нет и отстающих,
 Бег на месте общепримиряющий)))",1116811.0,1741.0,[],0,1507633138
883,1735,10076,1736,141784,"Я пойду. ХЗ, но надеюсь что религиозные фанатики до севера СПб не доберутся. Ну не на ""Крым"" же идти, правда?
😁😁😁",,,[],0,1507551108
884,1735,10076,1737,10076,"Ольга, это да))",141784.0,1736.0,[],0,1507553724
885,1732,10076,1733,157776202,Классные!!!,,,[],0,1506874137
886,1727,10076,1728,135314256,"Красавец-мужчина! Локоны есть и мои и ренатины, остриженные примерно в годовалом возрасте. Мои при визуальном сравнении оказались на пару тонов светлее.",,,[],0,1505821008
887,1727,10076,1729,10076,"Екатерина, мне мама отдала мои локоны, но с этими переездами я их куда-то дела, сравнить не получится(.",135314256.0,1728.0,[],0,1505896496
888,1727,10076,1730,1515723,"А я своего с годика по парикмахерским таскаю. С двух в кресле сидит спокойно, сравнительно 😉",,,[],0,1506068447
889,1727,10076,1731,10076,"Надежда, да в принципе у нас даже сейчас не горело, Можно было еще подождать, в глаза не лезли волосы).",1515723.0,1730.0,[],0,1506172911
890,1715,10076,1718,830618,"Из колбасы попробуй, другой вариант- вино и сыр )))",,,[],0,1504974124
891,1715,10076,1719,830618,Пиво и вобла )),,,[],0,1504974145
892,1715,10076,1720,830618,.. Не хватит тебе крафта )))),,,[],0,1504974164
893,1715,10076,1721,10076,"Юлия, я уже заказ нашла на др)",830618.0,1720.0,[],0,1504976445
894,1715,10076,1722,157776202,Надюша спасибо!!! Шикарный овощной букет😍,,,[],0,1504984417
895,1715,10076,1723,10076,"Валентина, я очень рада 😘",157776202.0,1722.0,[],0,1504987451
896,1715,10076,1762,236319664,,,,[],0,1510767117
897,1708,10076,1709,830618,Ну все.. Миша без сюрприза остался..🎉,,,[],0,1504719347
898,1708,10076,1710,565146,"Не пали контору, Надюха!",,,[],0,1504724262
899,1708,10076,1711,10076,"Юлия, ну так он еще может и без футболки остаться)",830618.0,1709.0,[],0,1504757781
900,1708,10076,1712,830618,Так вот в чем сюрприз ))),,,[],0,1504757867
901,1708,10076,1713,10076,"Юлия, 😂 ага",830618.0,1712.0,[],0,1504757897
902,1701,10076,1702,1169236,Везде успеваешь ),,,[],0,1503736381
903,1701,10076,1704,1116811,Моя Нааадя) Красавица!,,,[],0,1503740165
904,1701,10076,1706,241699164,"Жду подарок ,красотуля моя!!!",,,[],0,1503764720
905,1700,10076,1703,1116811,Отличное фото!) Братка),,,[],0,1503740136
906,1690,10076,1691,483103,Чемодан такой клевый)),,,[],0,1502641892
907,1690,10076,1692,830618,И Надя...,,,[],0,1502648954
908,1690,10076,1693,10076,"Юлия, Спасибо)",830618.0,1692.0,[],0,1502649982
909,1690,10076,1694,10076,"Ира, не расстаюсь с ним)))",483103.0,1691.0,[],0,1502650001
910,1690,10076,1695,241699164,Красотуля.моя!!,,,[],0,1502651391
911,1690,10076,1696,10076,"Галина, 😘",241699164.0,1695.0,[],0,1502651805
912,1690,10076,1697,1116811,Измождённая тока ),,,[],0,1502698607
913,1690,10076,1698,10076,"Елена, чего это? Молодая была не молода, просто)",1116811.0,1697.0,[],0,1502701973
914,1690,10076,1699,1116811,"[id10076|Надежда], мне кажется, у тебя усталый вид. Глупости какита говоришь)))",10076.0,1698.0,[],0,1502722362
915,1686,10076,1687,483103,Wow!!,,,[],0,1500239863
916,1683,10076,1684,830618,"Молодец, Надя )) давай еще!",,,[],0,1499357945
917,1683,10076,1688,2544560,А я открытку получила😃,,,[],0,1500702563
918,1670,10076,1671,221544,"Надя, а школа у тебя считается 82 лицей?😂😂",,,[],0,1499255870
919,1670,10076,1672,2544560,ты не училась играть на губной гармошке.😒,,,[],0,1499255937
920,1670,10076,1673,568577,Ты не играла в баскетбол?),,,[],0,1499256151
921,1670,10076,1674,2332800,"Может 2?5,6 знаю точно да 7 вроде тоже)",,,[],0,1499259258
922,1670,10076,1675,830618,8,,,[],0,1499263338
923,1670,10076,1676,6948096,Сьюзи Кью - ты смотрела мой любимый сериал?,,,[],0,1499263829
924,1670,10076,1677,10076,"Аня, не, это из песни",6948096.0,1676.0,[],0,1499265373
925,1670,10076,1678,10076,"Аня, что за сериал)?",6948096.0,1676.0,[],0,1499265387
926,1670,10076,1679,10076,"Аня, и 82 тоже ;)",221544.0,1671.0,[],0,1499265412
927,1670,10076,1680,6948096,"Надежда, не расскажу тебе 😊",10076.0,1678.0,[],0,1499268981
928,1670,10076,1681,2332800,Неужели 1?,,,[],0,1499280212
929,1670,10076,1682,830618,"А может все-таки ты руку на велике сломала, а не в догонялках?😕",,,[],0,1499281147
930,1665,10076,1666,157776202,Спасибо наш фотограф!!! Супер фотки.хорошее настроение😄😄😄😄,,,[],0,1497513055
931,1665,10076,1667,3035008,Родственнички))),,,[],0,1497515471
932,1662,10076,1663,3035008,"Да, если присмотреться, то увидишь красивую Надю в отражении очков)))",,,[],0,1497500897
933,1662,10076,1664,10076,"[id3035008|Елена], давно мечтала автопортрет сделать))",3035008.0,1663.0,[],0,1497502917
934,1647,10076,1659,483103,Ты теперь живете в Тобольскеееее?????,,,[],0,1497278443
935,1647,10076,1661,10076,"Ира, так уж второй год прошел😂",483103.0,1659.0,[],0,1497330480
936,1646,10076,1658,3035008,Крутой мужик! Взрослый!,,,[],0,1497277941
937,1646,10076,1660,887726,Красатун😊,,,[],0,1497287231
938,1645,10076,1656,2544560,класс🤣,,,[],0,1497273511
939,1645,10076,1657,830618,"С днем рождения, Борюсик!",,,[],0,1497274055
940,1643,10076,1648,62950,Что у вас за старты?:),,,[],0,1497269888
941,1643,10076,1649,10076,"Vladimir, это заезд на беговелах 2-5 лет. ноунайм)",62950.0,1648.0,[],0,1497269985
942,1643,10076,1650,62950,Вот это круто:) где это такое проводится?:),,,[],0,1497270031
943,1643,10076,1651,10076,"Vladimir, наш в Тюмени, а вообще это довольно популярно сейчас.",62950.0,1650.0,[],0,1497270073
944,1643,10076,1652,62950,Класс:) ну мой подрастёт и будем надеяться тоже будет участвовать:) желаем удачи:),,,[],0,1497270436
945,1643,10076,1653,10076,"Vladimir, твой то по-любому,  даже не сомневаюсь )). В таких заездах побеждают все)😉",62950.0,1652.0,[],0,1497271159
946,1643,10076,1654,62950,"Понятное дело:) главное, чтобы было удовольствие да без травм!:)",,,[],0,1497271209
947,1643,10076,1655,10076,"Vladimir, Боря на старте уже чуть не подрался с парнем 😂. Вот он дух соперничества.",62950.0,1654.0,[],0,1497271601
948,1635,10076,1637,6948096,А что у вас за сад?,,,[],0,1496241450
949,1635,10076,1638,10076,"Аня, называется маленькая страна. Частный садик, но учти,  он в Тобольске).",6948096.0,1637.0,[],0,1496242910
950,1635,10076,1639,6948096,"Надежда, 😂😂😂учту :)",10076.0,1638.0,[],0,1496242936
951,1635,10076,1640,10076,"Аня, А Юниоры эти уже, наверно,  везде есть.  В Питере уж точно!",6948096.0,1639.0,[],0,1496243130
952,1623,10076,1624,708378,а чего такая грусть во взоре?:),,,[],0,1495282094
953,1623,10076,1625,10076,"[id708378|Ирина], да ладно, это заинтересованность. Вот это грусть 👇",708378.0,1624.0,[],0,1495298372
954,1623,10076,1628,708378,"Ох, как тут на тебя похож!!! и не грусть, а романтический флёр! ;)",,,[],0,1495443953
955,1623,10076,1629,10076,"Ирина, первый не мой просто))",708378.0,1628.0,[],0,1495444271
956,1623,10076,1630,708378,))))))),,,[],0,1495444732
957,1623,10076,1631,14586387,Мой серьёзен)) 😊😀,,,[],0,1495629206
958,1623,10076,1632,10076,"Полина, да они все меня стеснялись видимо)",14586387.0,1631.0,[],0,1495629402
959,1623,10076,1633,10076,"Полина, а вам Светлана Радиковна давала ссылку на фотографии?",14586387.0,1631.0,[],0,1495693719
960,1623,10076,1634,14586387,"Надежда, в нашей группе она скинула",10076.0,1633.0,[],0,1495693854
961,1619,10076,1620,1116811,БЕдная Надя))) А тётя всегда предупреждала!))),,,[],0,1495146439
962,1619,10076,1621,10076,"[id1116811|Елена], главное накрасится и кофе)))",1116811.0,1620.0,[],0,1495209465
963,1619,10076,1622,10076,"[id1116811|Елена], Боря сказал только что - она продавщица)))))))",1116811.0,1620.0,[],0,1495209486
964,1599,10076,1600,2332800,Хорошие моменты поймала),,,[],0,1489434469
965,1599,10076,1602,1169236,"От себя могу добавить, что фотосессия проходила в очень расслабленном и ненапряжном формате. Я очень напрягаюсь от комментариев ""встань вот так"", не люблю фотографироваться. А тут мы просто болтали с Надей о своем, играли с Ванюшей и баловались, а получилось вот так здорово ) Надюша, спасибо огромное!!",,,[],0,1489479044
966,1594,10076,1595,2544560,"мне очень понравилось😊 А если еще добавить к этому, что считаю себя нефотогеничной.....ну или не самой ""легкой"" моделью для съемки😏 В общем......Не надо стесняться!",,,[],0,1487268368
967,1588,10076,1589,2544560,вы классные😊,,,[],0,1486057974
968,1588,10076,1590,10786257,,,,[],0,1486058020
969,1557,10076,1558,141784,Молодец. Посмотрела твои работы. Я тоже у них проходила давно какой-то бесплатный курс. Но мне на пользу не пошло особо. У тебя гораздо лучше получается.,,,[],0,1476352057
970,1557,10076,1559,10076,"Ольга, привет! Спасибо большое)
В этом деле главное практика), вот что я поняла)",141784.0,1558.0,[],0,1476361512
971,1553,10076,1554,241699164,А че такая грустная?,,,[],0,1472830761
972,1553,10076,1689,164321660,что песку в море,,,[],0,1501500249
973,1553,10076,1864,297162686,,,,[],0,1527975742
974,1548,10076,1549,830618,Не все ноги...,,,[],0,1462378420
975,1548,10076,1550,10076,"Юлия, с бабушкой главные ноги)",830618.0,1549.0,[],0,1462378522
976,1548,10076,1551,62604,Это артхаус такой?),,,[],0,1462872587
977,1548,10076,1552,10076,"Григорий, нет, это апартаменты в Москва-сити)",62604.0,1551.0,[],0,1462888860
978,1480,10076,1481,62604,На серфера похож),,,[],0,1436113001
979,1480,10076,1482,152458,😆👍🏻,,,[],0,1436121120
980,1480,10076,1483,2544560,😆,,,[],0,1436267193
981,1480,10076,1484,2544560,это у вас в парках такие лежаки классные?,,,[],0,1436267221
982,1480,10076,1485,10076,"Да, это в парке Горького, в остальных не знаю)",,,[],0,1436270282
983,1475,10076,1476,1116811,Купила-таки Щегла?)),,,[],0,1435559667
984,1475,10076,1477,10076,Таки да),,,[],0,1435564500
985,1475,10076,1478,10076,А вы таки начали читать)?,,,[],0,1435565408
986,1475,10076,1479,1116811,"[id10076|Надежда], ага) позавчера)",10076.0,1478.0,[],0,1435647053
987,1442,10076,1443,2332800,"Мы с моею мамочкой – друзья!
Где моя мамуля – там и я!
Если варит суп – я помогаю:
чашки и кастрюли разбираю.
Моет мама пол – я рядом с ней,
разливаю по полу сильней.
Если в доме стирка – не робею 
сыплю порошок и не жалею.
Ну а если мама в интернете 
здесь я всех нужнее на планете!
Мамочке я очень помогаю:
кнопочки с усердьем нажимаю!
Мама смотрит на меня.Вздыхает.
Все понятно. Видно одобряет!
Вот такие с мамой мы друзья:
Там где МАМА – там конечно Я!",,,[],0,1433786461
988,1442,10076,1444,409446,"Наденька! Я вас поздравляю!
Растет настоящий богатырь. Общительный иактивный. :))))))
Это нереальное счастье быть мамой!",,,[],0,1433786741
989,1442,10076,1445,10076,"Юлия, спасибо)
Воистину!",409446.0,1444.0,[],0,1433787150
990,1442,10076,1446,141784,"Найдёныш! Поздравляю вас от всей души! Очень за тебя рада, ну за вас всех. Мелкому здоровья и всех благ.",,,[],0,1433787927
991,1442,10076,1447,10076,Спасибо!!!,141784.0,1446.0,[],0,1433789354
992,1442,10076,1448,45167,Поздравляем!!! Это и правда нереальные чувства!!!!,,,[],0,1433792731
993,1442,10076,1449,1298017,"И я, и я вас с годовасием поздравляю))",,,[],0,1433793076
994,1442,10076,1450,21305,Поздравляю!,,,[],0,1433794504
995,1442,10076,1451,152458,"Поздравляю 😃☺️
Растите большими мамиными💪🏻😋",,,[],0,1433800349
996,1442,10076,1452,10076,Всем большое спасибо),152458.0,1451.0,[],0,1433829554
997,1442,10076,1453,680182,"Надюшка, Поздравляю!!! Вы Чудесны!!! Вселенской любви вашей семье!!! Еееееее.....;)",,,[],0,1433835660
998,1442,10076,1454,96034,"О, поздравляем!!! Здоровья крепкого -крепкого и еще больше счастья всему вашему семейству! День рождения ребенка -это даже круче своего дня рождения! Помню я плакала над каждым тостом, когда Никитке стукнул 1 годик!",,,[],0,1433842573
999,1442,10076,1455,830618,И курсам  сомилье спасибо )) поздравляю вас всех ))),,,[],0,1433940180
1000,1442,10076,1456,10076,"Юлия, думаешь они Борю только укрепили)
",830618.0,1455.0,[],0,1433968275
1001,1427,10076,1428,141784,Кофта из befree. 😊,,,[],0,1433183758
1002,1427,10076,1429,10076,"Ольга, оттуда) мой редкий не интернет-шопинг увенчался успехом)",141784.0,1428.0,[],0,1433184129
1003,1427,10076,1430,141784,"[id10076|Надежда], а ты в основном в инете промышляешь? lamoda?",10076.0,1429.0,[],0,1433186487
1004,1427,10076,1431,10076,"Ольга, не) в основном одежда для кормящих) и асос",141784.0,1430.0,[],0,1433187660
1005,1427,10076,1432,141784,"[id10076|Надежда], чё за асос? 
Ты ещё кормишь? Круто! Сколько ещё думаешь кормить?",10076.0,1431.0,[],0,1433218437
1006,1427,10076,1435,409446,"О, это Лиска? Да? :)",,,[],0,1433479900
1007,1427,10076,1436,10076,"Юлия, не) это яро елка. Вот я и хотела найти кого-нибудь с лиской, чтобы сравнить.",409446.0,1435.0,[],0,1433480168
1008,1427,10076,1437,409446,"[id10076|Надежда], ааа,,блин точно :))))
Ты ж говорила :)
Но как на фото похож на Лиску..",10076.0,1436.0,[],0,1433480498
1009,1427,10076,1438,10076,"Юлия, сегодня может придем в нем :)",409446.0,1437.0,[],0,1433480693
1010,1427,10076,1439,409446,"[id10076|Надежда], класс :)
А мы сегодня в тест-драйвовской обновке 😉",10076.0,1438.0,[],0,1433480916
1011,1427,10076,1440,10076,"Юлия, заценим отечественного производителя )",409446.0,1439.0,[],0,1433482566
1012,1418,10076,1419,1835085,ну и как Михалычу город?,,,[],0,1432921273
1013,1418,10076,1420,10076,"Юлия, да ему то все равно)",1835085.0,1419.0,[],0,1432921453
1014,1418,10076,1421,1835085,"[id10076|Надежда], ну не скажи..))",10076.0,1420.0,[],0,1432921470
1015,1418,10076,1422,10076,"Юлия, это селфипалка его сильно волнует)",1835085.0,1421.0,[],0,1432921546
1016,1418,10076,1423,1835085,"[id10076|Надежда], мужичков всегда волнуют новинки чудо-техники)Мой тоже не может сфотаться нормально))",10076.0,1422.0,[],0,1432921640
1017,1418,10076,1424,10076,"Юлия, это да, вся техника наша)",1835085.0,1423.0,[],0,1432921848
1018,1418,10076,1425,1835085,"[id10076|Надежда], ))",10076.0,1424.0,[],0,1432921886
1019,1404,10076,1406,1116811,Глазенап)),,,[],0,1431594517
1020,1404,10076,1407,10076,"[id1116811|Елена], вот вы понимаете, кто на фото главный)",1116811.0,1406.0,[],0,1431614058
1021,1404,10076,1408,1116811,"Жалко, что надпись прям у Борьки на голове(",,,[],0,1431666960
1022,1399,10076,1400,135314256,"я схитрила и старалась выбрать самые ебанутые, но в то же время прокатившие бы ответы, но всё равно только 5 из 11. это невероятно!",,,[],0,1429797194
1023,1399,10076,1401,10076,Тут ни логика ни отсутствие логики не прокатывает),,,[],0,1429797397
1024,1399,10076,1402,1116811,4,,,[],0,1429856405
1025,1388,10076,1389,62604,А мне рецептик?) закажу в своем ресторане)),,,[],0,1429483583
1026,1388,10076,1390,10076,"Котлета делается так - брокколи сварить, грибы потушить, все сблендить, добавить муки и пожарить (у меня получилось как оладьи). Перец запеч пару минут в духовке, снять кожицу. Лук репчатый и чеснок потушить, добавить томатную пасту и я добавила твою суперприправу) опять сблендить все. Это соус. Булочки разрезать, пожарить (со стороны разреза). Лук я взяла красный, порезать кольцами, замочить на пол часа минимум в воде с лимонным соком сахаром и солью (в оригинальном рецепте было что-то одно, но я забыла что и добавила все:)) это чтобы лук не сильно лучил).
Котлеты и булки лучше жарить в конце.
На низ булки намазываешь хумус, потом кладешь салат, котлету, соус, лук, помидор, перец, шпинат, накрываешь булкой.
Я вот уснуть до сих пор не могу, какой же он вкусный был).",,,[],0,1429484554
1027,1388,10076,1391,1116811,Не пойму никак - психи вы там все чтоли... Пластаться полтора часа ради какой-то булочки! Чревоугодники))),,,[],0,1429625544
1028,1388,10076,1393,10076,"Елена, я думала чревоугодие это когда много едят, а с одной булочки то чего)",1116811.0,1391.0,[],0,1429627169
1029,1388,10076,1394,1116811,"В моём понятии ""чревоугодие!"" - услаждение желудка))",,,[],0,1429647733
1030,1388,10076,1395,1116811,"Во, нашла!! Чревоугодие – пристрастие к вкусной и обильной пище. Страсть чревоугодия является корнем, первой из восьми главных страстей, её ещё называют «коренной» страстью. Виды чревоугодия: многоядение, сладкоядение, гортанобесие (удерживание пищи во рту с целью услаждения вкусом) , пьянство, тайноядение.",,,[],0,1429647870
1031,1388,10076,1396,1116811,"ТАк как булочка маленькая, думаю, сойдёт за ""гортанобесие""))))))",,,[],0,1429647920
1032,1388,10076,1397,10076,"Ой, ну все я заядлый гортанобес(",,,[],0,1429671110
1033,1388,10076,1398,1116811,"[id10076|Надежда], а я тайноедун))",10076.0,1397.0,[],0,1429680095
1034,1365,10076,1366,135314256,найс),,,[],0,1426359333
1035,1365,10076,1367,1116811,Борю кто обидел?,,,[],0,1426360140
1036,1365,10076,1368,10076,"С чего вы взяли?
Это слюна же, а не слеза)",,,[],0,1426360303
1037,1365,10076,1369,10076,"[id135314256|Екатерина], мерси)",135314256.0,1366.0,[],0,1426360344
1038,1365,10076,1370,1116811,"[id10076|Надежда], Грустная моська.",10076.0,1368.0,[],0,1426411598
1039,1365,10076,1371,10076,"[id1116811|Елена], сосредоточенная, ведь перед ним фотоаппарат)",1116811.0,1370.0,[],0,1426413985
1040,1351,10076,1352,152458,😱😱😱 это где?,,,[],0,1425316457
1041,1351,10076,1353,10076,Это в Москве. Видимо реклама квартир с видом на храм Христа Спасителя.,152458.0,1352.0,[],0,1425316941
1042,1351,10076,1354,152458,"Nadezhda, заманчиво😂😂",10076.0,1353.0,[],0,1425316995
1043,1351,10076,1355,10076,"[id152458|Zozik], ага, самый дорогой район Москвы, думаю я таких цифр не видела)",152458.0,1354.0,[],0,1425318249
1044,1351,10076,1356,152458,"Nadezhda, и дин Дон каждое утро слышать ))",10076.0,1355.0,[],0,1425319176
1045,1351,10076,1357,10076,"[id152458|Zozik], это бесценно)",152458.0,1356.0,[],0,1425327303
1046,1351,10076,1358,62604,"""Солидный Господь для солидных господ""))",,,[],0,1425329592
1047,1349,10076,1350,483103,Хаахааааа,,,[],0,1425203964
1048,1341,10076,1342,1116811,Два раза пройдётся и на этом всё закончится)))) Так я думаю.,,,[],0,1424242602
1049,1341,10076,1343,10076,Нам вообще ортопед рекомендовала. Вдоль дивана постелить.,,,[],0,1424242665
1050,1341,10076,1344,1116811,"[id10076|Надежда], ага, они всем рекомендуют) Вопрос в том, будет ли он после этих пупырей ходить вдоль этого дивана) Но пробовать всё равно надо.Сами вы, чертыхаясь , будете всё время наступать на эти коврики и изрыгать проклятия)",10076.0,1343.0,[],0,1424250878
1051,1337,10076,1338,1116811,Ты со шкафа снимала?)),,,[],0,1424071828
1052,1337,10076,1339,10076,"Нет, я особо не изголялась😊",,,[],0,1424074639
1053,1337,10076,1340,2544560,какие вы уже большие....это я про Борю 😉,,,[],0,1424088919
1054,1328,10076,1329,29527,10 из 13. нормуль),,,[],0,1423212982
1055,1328,10076,1330,10076,нормуль😊,29527.0,1329.0,[],0,1423228201
1056,1328,10076,1331,29527,У Ксю 11.,,,[],0,1423242382
1057,1328,10076,1332,10076,"[id29527|Филипп], легкий тест)",29527.0,1331.0,[],0,1423242623
1058,1328,10076,1333,29527,"[id10076|Надежда], но зато интересный.",10076.0,1332.0,[],0,1423242652
1059,1328,10076,1334,10076,"у Миши тоже 12)
у Иры подтырила.",,,[],0,1423242936
1060,1320,10076,1321,45167,И как?),,,[],0,1422808020
1061,1320,10076,1322,30890,рецеп то где?,,,[],0,1422808306
